,cid,line_lib,code,price_subtotal,fac_ref,agence_name,company_name,lib_clean,lib_short
188745,2,"Installation du chantier + WC chimique
Location d'une mini-pelle pour terrassement + chauffeur (1 jr)",01,250.0,P160273,75 ALLIANCE BTP,ALLIANCE BTP,installation du chantier wc chimique location une mini pelle pour terrassement chauffeur jr,installation du chantier wc chimique location une mini pelle pour terrassement chauffeur jr
188993,2,"Installation de chantier - Amenée de l'atelier de terrassement, de forage et de bétonnage, y compris l'installation de WC chimique
Etat des lieux avant démarrage des travaux
Détection des réseaux
Nota 5 : En l'absence de plan de récollement concernant les réseaux existants, l'entreprise se réserve le droit de chiffrer les dévoiements éventuellement nécessaires à ses travaux à l'issue de cette détection.",09,1600.0,P160300,75 ALLIANCE BTP,ALLIANCE BTP,installation de chantier amenee de atelier de terrassement de forage et de betonnage compris installation de wc chimique etat des lieux avant demarrage des travaux detection des reseaux nota en absence de plan de recollement concernant les reseaux existants entreprise se reserve le droit de chiffrer les devoiements eventuellement necessaires ses travaux issue de cette detection,installation de chantier amenee de atelier de terrassement de forage et de betonnage compris installation de wc chimique etat des lieux avant demarrage des travaux detection des reseaux nota en absence de plan de recollement concernant les reseaux existants entreprise se reserve le droit de chiffrer les devoiements eventuellement necessaires ses travaux issue de cette detection
189174,2,"Amené du matériel de démolition, clôture de chantier, wc chimique, roulotte de chantier",09,1750.0,P160182,75 DETERMINANT,ALLIANCE BTP,amene du materiel de demolition cloture de chantier wc chimique roulotte de chantier,amene du materiel de demolition cloture de chantier wc chimique roulotte de chantier
189204,2,Location d'un WC chimique,09,560.0,P160286,13 ALLIANCE BTP,ALLIANCE BTP,location un wc chimique,location un wc chimique
189308,2,"Installation de chantier - Amenée de l'atelier de terrassement et de bétonnage, y compris WC chimique",09,1800.0,P160040,13 ALLIANCE BTP,ALLIANCE BTP,installation de chantier amenee de atelier de terrassement et de betonnage compris wc chimique,installation de chantier amenee de atelier de terrassement et de betonnage compris wc chimique
189385,2,Location d'un WC chimique,09,475.0,P160267,13 ALLIANCE BTP,ALLIANCE BTP,location un wc chimique,location un wc chimique
189447,2,Location d'un WC chimique,09,560.0,P160288,13 ALLIANCE BTP,ALLIANCE BTP,location un wc chimique,location un wc chimique
189497,2,"Installation de chantier - Amenée de l'atelier de terrassement, de forage et de bétonnage, y compris l'installation de WC chimique",09,1800.0,P160289,31 ALLIANCE BTP,ALLIANCE BTP,installation de chantier amenee de atelier de terrassement de forage et de betonnage compris installation de wc chimique,installation de chantier amenee de atelier de terrassement de forage et de betonnage compris installation de wc chimique
189504,2,Location d'un WC chimique,09,475.0,P160218,13 ALLIANCE BTP,ALLIANCE BTP,location un wc chimique,location un wc chimique
189525,2,"Mise à disposition de WC chimiques
Branchement d'électricité par armoire électrique avec compteur et disjoncteur
Amenée et repli du matériel et matériaux sur chantier
Neutralisation des réseaux
La dépose du mobilier privatif reste à la charge du maître d'ouvrage",09,650.0,P160210,75 ALLIANCE BTP,ALLIANCE BTP,mise disposition de wc chimiques branchement electricite par armoire electrique avec compteur et disjoncteur amenee et repli du materiel et materiaux sur chantier neutralisation des reseaux la depose du mobilier privatif reste la charge du maitre ouvrage,mise disposition de wc chimiques branchement electricite par armoire electrique avec compteur et disjoncteur amenee et repli du materiel et materiaux sur chantier neutralisation des reseaux la depose du mobilier privatif reste la charge du maitre ouvrage
189879,2,"Location, installation et repliement des wc chimiques",09,1000.0,P160119,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
189983,2,Location d'un WC chimique,09,560.0,P160219,13 ALLIANCE BTP,ALLIANCE BTP,location un wc chimique,location un wc chimique
190029,2,WC chimiques,09,450.0,P160264,75 ALLIANCE BTP,ALLIANCE BTP,wc chimiques,wc chimiques
190117,2,"Location, installation et repliement du wc chimique",09,260.0,P160191,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement du wc chimique,location installation et repliement du wc chimique
190142,2,Location d'un WC chimique,09,420.0,P160308,75 ALLIANCE BTP,ALLIANCE BTP,location un wc chimique,location un wc chimique
190239,2,"Acheminement d'une base de vie courte durée, pose d'un WC chimique, gestion pour le branchement d'eau, mise en place d'un groupe électrogène 2 KVA.",09,2770.0,P160161,75 DIAGSTRUCTURE,ALLIANCE BTP,acheminement une base de vie courte duree pose un wc chimique gestion pour le branchement eau mise en place un groupe electrogene kva,acheminement une base de vie courte duree pose un wc chimique gestion pour le branchement eau mise en place un groupe electrogene kva
190529,2,"Installation de chantier, cabane de chantier et wc chimiques",09,650.0,P160251,75 ALLIANCE BTP,ALLIANCE BTP,installation de chantier cabane de chantier et wc chimiques,installation de chantier cabane de chantier et wc chimiques
190877,2,"Installation du chantier - Amené et repliement de l'atelier de terrassement,  de bétonnage, y compris l'installation de WC chimiques.....",09,2000.0,P160198,13 ALLIANCE BTP,ALLIANCE BTP,installation du chantier amene et repliement de atelier de terrassement de betonnage compris installation de wc chimiques,installation du chantier amene et repliement de atelier de terrassement de betonnage compris installation de wc chimiques
191024,2,WC Chimique,09,694.0,P160228,13 ALLIANCE BTP,ALLIANCE BTP,wc chimique,wc chimique
191141,2,Location d'un WC chimique durant la durée du chantier,09,980.0,P160121,13 DETERMINANT,ALLIANCE BTP,location un wc chimique durant la duree du chantier,location un wc chimique durant la duree du chantier
191284,2,Installation d'un WC chimique pour les ouvriers,09,2750.0,P160246,75 ALLIANCE BTP,ALLIANCE BTP,installation un wc chimique pour les ouvriers,installation un wc chimique pour les ouvriers
191384,2,"Installation de chantier - Amenée de l'atelier de terrassement et de bétonnage, y compris l'installation de WC chimique, y compris atelier de forage",09,1800.0,P160149,13 ALLIANCE BTP,ALLIANCE BTP,installation de chantier amenee de atelier de terrassement et de betonnage compris installation de wc chimique compris atelier de forage,installation de chantier amenee de atelier de terrassement et de betonnage compris installation de wc chimique compris atelier de forage
191684,2,Location d'un WC chimique,09,475.0,P160097,13 ALLIANCE BTP,ALLIANCE BTP,location un wc chimique,location un wc chimique
191810,2,"Installation du chantier - Amené et repliement de l'atelier de terrassement,  de bétonnage, y compris l'installation de WC chimiques.....",09,2000.0,P160125,13 ALLIANCE BTP,ALLIANCE BTP,installation du chantier amene et repliement de atelier de terrassement de betonnage compris installation de wc chimiques,installation du chantier amene et repliement de atelier de terrassement de betonnage compris installation de wc chimiques
191900,2,"Location, installation et repliement des wc chimiques",09,1000.0,P160027,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
191957,2,Location d'un WC chimique,09,560.0,P160099,13 ALLIANCE BTP,ALLIANCE BTP,location un wc chimique,location un wc chimique
191982,2,"Installation de chantier - Amenée de l'atelier de terrassement et de bétonnage, y compris l'installation de WC chimique, y compris atelier de forage",09,1800.0,P160100,13 ALLIANCE BTP,ALLIANCE BTP,installation de chantier amenee de atelier de terrassement et de betonnage compris installation de wc chimique compris atelier de forage,installation de chantier amenee de atelier de terrassement et de betonnage compris installation de wc chimique compris atelier de forage
192375,2,Installation de WC chimiques,09,500.0,P160045,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques,installation de wc chimiques
192477,2,"Location, installation et repliement des wc chimiques",09,1440.0,P160028,75 DETERMINANT,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
192538,2,"Amené du matériel de démolition, clôture de chantier, wc chimique, roulotte de chantier",09,875.0,P160053,75 DETERMINANT,ALLIANCE BTP,amene du materiel de demolition cloture de chantier wc chimique roulotte de chantier,amene du materiel de demolition cloture de chantier wc chimique roulotte de chantier
192698,2,"Amené du matériel de démolition, clôture de chantier, wc chimique, roulotte de chantier",09,1225.0,P160054,75 DETERMINANT,ALLIANCE BTP,amene du materiel de demolition cloture de chantier wc chimique roulotte de chantier,amene du materiel de demolition cloture de chantier wc chimique roulotte de chantier
192725,2,Installation de WC chimiques pour les ouvriers.,09,900.0,P160046,75 DETERMINANT,ALLIANCE BTP,installation de wc chimiques pour les ouvriers,installation de wc chimiques pour les ouvriers
192836,2,"Location, installation et repliement du wc chimiques",09,495.0,P160048,75 DETERMINANT,ALLIANCE BTP,location installation et repliement du wc chimiques,location installation et repliement du wc chimiques
193099,2,WC chimiques,09,450.0,P160057,75 ALLIANCE BTP,ALLIANCE BTP,wc chimiques,wc chimiques
193101,2,Transport AR / Mise en place d'une base de vie + un WC chimiques + frais d'entretien et de nettoyage du bloc.,09,873.0,P160134,75 ALLIANCE BTP,ALLIANCE BTP,transport ar mise en place une base de vie un wc chimiques frais entretien et de nettoyage du bloc,transport ar mise en place une base de vie un wc chimiques frais entretien et de nettoyage du bloc
193131,2,Transport AR / Mise en place d'une base de vie + un WC chimiques + frais d'entretien et de nettoyage du bloc.,09,1455.0,P160135,75 ALLIANCE BTP,ALLIANCE BTP,transport ar mise en place une base de vie un wc chimiques frais entretien et de nettoyage du bloc,transport ar mise en place une base de vie un wc chimiques frais entretien et de nettoyage du bloc
193187,2,Location d'un WC chimique,09,750.0,P160035,13 ALLIANCE BTP,ALLIANCE BTP,location un wc chimique,location un wc chimique
